id,question,words,core_word,answer,freq
147,接种a+c群流脑多糖疫苗的免疫程序是什么,"接种,a+c群流脑多糖,疫苗,免疫,程序",a+c群流脑多糖,中国现行的a+c群流脑多糖疫苗的免疫程序：接种对象为3、6岁，2剂次间隔≥3年，第一剂次与a群多糖流脑疫苗间隔≥12个月。,
148,接种甲肝疫苗的免疫程序是什么,"接种,甲肝,疫苗,免疫,程序",甲肝,接种2剂。儿童于18月龄和24月龄各接种1剂。成人于第0月和第6月各接种1剂。,
149,接种甲肝灭活疫苗的免疫程序是什么,"接种,甲肝,灭活疫苗,免疫,程序",甲肝,接种2剂。儿童于18月龄和24月龄各接种1剂。成人于第0月和第6月各接种1剂。,
150,接种水痘疫苗的免疫程序是什么,"接种,水痘,疫苗,免疫,程序",水痘,上海市推荐接种2剂。1～12岁的儿童在1岁、4岁时接种2剂；13岁及以上的儿童、青少年和成人接种2剂，间隔6-10周。,
151,接种乙脑疫苗的免疫程序是什么,"接种,乙脑,疫苗,免疫,程序",乙脑,儿童在8月龄和2岁各接种1剂乙脑减毒活疫苗；或在8月龄接种2剂乙脑灭活疫苗，且间隔7～10天，而后在2岁和6岁各接种1剂。,
152,接种乙脑灭活疫苗的免疫程序是什么,"接种,乙脑,灭活疫苗,免疫,程序",乙脑,儿童在8月龄接种2剂乙脑灭活疫苗，且间隔7～10天，而后在2岁和6岁各接种1剂。,
154,接种acyw135群脑膜炎球菌多糖疫苗的免疫程序是什么,"接种,acyw135,群,脑膜炎球菌多糖,疫苗,免疫,程序","脑膜炎,acyw135",目前仅在国内推荐旅游或居住在高危地区的2周岁以上儿童和旅游或居住在高危地区或从事的工作会接触到A、C、Y及W135群脑膜炎奈瑟菌的成人和其他高危人群使用。初次接种仅接种1剂0.5毫升；传染病区的高危个体，特别是第一次接种小于4岁的儿童，如果持续处于高危状态，应考虑初次免疫2-3年后再次接种；如果疫苗接种2-3年后抗体水平快速下降，应考虑初次免疫3~5年内再次进行接种。,
155,接种b型流感嗜血杆菌结合疫苗的免疫程序是什么,"接种,b型流感,嗜血杆菌,疫苗,免疫,程序",b型流感,"不同厂家疫苗的接种程序略有不同，根据起始接种年龄不同，全程需要接种1～4剂次。常见接种程序：6月龄前间隔1～2个月接种3剂，18月龄再接种1剂。如需了解更多接种程序信息，详见产品说明书。",
156,接种流感疫苗的免疫程序是什么,"接种,流感疫苗,免疫,程序",流感疫苗,一般建议首次接种流感疫苗的 6 月龄-8 岁儿童应接种两剂次，间隔≥4 周；以前接种过一剂或以上流感疫苗的儿童，则建议接种一剂。9岁及以上儿童和成人仅需接种1剂 。详见产品说明书。,
157,接种轮状病毒疫苗的免疫程序是什么,"接种,轮状病毒,疫苗,免疫,程序",轮状病毒,"单价轮状病毒疫苗：接种对象为2月龄-3岁，2月龄后可以服用，每年服用1剂；五价轮状病毒疫苗：接种对象为6-32周龄，6-12周龄起服用第1剂，每剂间隔4-10周，全程3剂。",
158,接种13价肺炎球菌多糖结合疫苗的免疫程序是什么,"接种,13价肺炎球菌多糖,疫苗,免疫,程序",13价肺炎球菌,不同品种疫苗的接种对象略有不同，详见疫苗说明书。,
159,接种23价肺炎球菌多糖疫苗的免疫程序是什么,"接种,23价肺炎球菌多糖,疫苗,免疫,程序",23价肺炎球菌,通常接种1剂；如需接种第2剂，需与第1剂间隔≥5年。详见疫苗说明书。,
160,接种狂犬病疫苗的免疫程序是什么,"接种,狂犬病,疫苗,免疫,程序",狂犬病,狂犬病疫苗免疫程序分两类，暴露前：按第0、7、21天或第0、7、28天共3剂；暴露后：第0、3、7、14、28天共5剂或第0天接种2剂，第7天和第21天各1剂,
161,接种霍乱疫苗的免疫程序是什么,"接种,霍乱,疫苗,免疫,程序",霍乱,初次免疫者接种三剂，分别于0、7、28天各接种1剂。已接种者可视疫情情况于每年流行季节前接种1剂。,
162,接种手足口病疫苗的免疫程序是什么,"接种,手足口病,疫苗,免疫,程序",手足口病疫苗,手足口病疫苗的基础免疫程序为2剂次，间隔1个月。每1次人用剂量为0.5ml。,
163,接种hpv疫苗的免疫程序是什么,"接种,hpv,疫苗,免疫,程序",hpv,hpv疫苗包括二价、四价和九价hpv疫苗。二价hpv疫苗推荐于0、1和6月分别接种1剂次，共接种3剂，每剂0.5ml。四价和九价hpv疫苗推荐于0、2和6月分别接种1剂次，共接种3剂，每剂0.5ml。根据国外临床研究数据，首剂与第二剂的接种间隔至少为1个月，第二剂与第三剂的接种间隔至少为3个月，所有3剂应在一年内完成。肌内注射，首选部位为上臂三角肌。,
164,接种二价hpv疫苗的免疫程序是什么,"接种,二价,hpv,疫苗,免疫,程序","二价,hpv",二价hpv疫苗推荐于0、1和6月分别接种1剂次，共接种3剂，每剂0.5ml。肌内注射，首选部位为上臂三角肌。,
165,接种四价hpv疫苗的免疫程序是什么,"接种,四价,hpv,疫苗,免疫,程序","四价,hpv",四价hpv疫苗推荐于0、2和6月分别接种1剂次，共接种3剂，每剂0.5ml。根据国外临床研究数据，首剂与第二剂的接种间隔至少为1个月，第二剂与第三剂的接种间隔至少为3个月，所有3剂应在一年内完成。肌内注射，首选部位为上臂三角肌。,
166,接种九价hpv疫苗的免疫程序是什么,"接种,九价,hpv,疫苗,免疫,程序","九价,hpv",九价hpv疫苗推荐于0、2和6月分别接种1剂次，共接种3剂，每剂0.5ml。根据国外临床研究数据，首剂与第二剂的接种间隔至少为1个月，第二剂与第三剂的接种间隔至少为3个月，所有3剂应在一年内完成。肌内注射，首选部位为上臂三角肌。,
167,乙肝疫苗的接种方式是什么,"乙肝疫苗,接种,方式",乙肝疫苗,婴儿在出生时、1月龄、6月龄各接种1剂。如需快速完成补种，第1、2剂间隔时间需≥28天，第2、3剂间隔时间需≥60天。,
168,卡介苗疫苗的接种方式是什么,"卡介苗,疫苗,接种,方式",卡介苗,接种剂量：0.1ml。接种途径和推荐接种部位：皮内，上臂三角肌中部略下处。,
169,口服脊灰减毒疫苗的接种方式是什么,"口服,脊灰,减毒疫苗,接种,方式",脊灰,脊灰灭活疫苗：肌肉注射；脊灰减毒活疫苗：口服,
170,百白破疫苗的接种方式是什么,"百白破,疫苗,接种,方式",百白破,肌内注射,
171,白破疫苗的接种方式是什么,"白破,疫苗,接种,方式",白破,肌内注射,
172,麻腮风三联疫苗的接种方式是什么,"麻腮风三联,疫苗,接种,方式","麻腮风,三联",儿童在8月龄接种1剂麻腮风疫苗，18月龄和6周岁分别接种1剂麻腮风疫苗,
173,乙脑减毒活疫苗的接种方式是什么,"乙脑,减毒活疫苗,接种,方式",乙脑,疫苗剂量:0.5ml接种部位:上臂外侧三角肌下缘附着处,
174,a群流脑多糖疫苗的接种方式是什么,"a群流脑,多糖,疫苗,接种,方式",a群流脑,于上臂外侧三角肌附着处皮下注射0.5ml。,
175,a+c群流脑多糖疫苗的接种方式是什么,"a+c群流脑多糖,疫苗,接种,方式",a+c群流脑多糖,于上臂外侧三角肌附着处皮下注射0.5ml。,
176,水痘疫苗的接种方式是什么,"水痘,疫苗,接种,方式",水痘,上海市推荐接种2剂。1～12岁的儿童在1岁、4岁时接种2剂；13岁及以上的儿童、青少年和成人接种2剂量，间隔6-10周。接种剂量：0.5ml，接种部位：上臂，皮下注射,
177,乙脑疫苗的接种方式是什么,"乙脑,疫苗,接种,方式",乙脑,疫苗剂量:0.5ml接种部位:上臂外侧三角肌下缘附着处,
178,乙脑灭活疫苗的接种方式是什么,"乙脑,灭活疫苗,接种,方式",乙脑,疫苗剂量:0.5ml接种部位:上臂外侧三角肌下缘附着处,
179,流脑疫苗的接种方式是什么,"流脑,疫苗,接种,方式",流脑,于上臂外侧三角肌附着处皮下注射0.5ml。,
180,acyw135群脑膜炎球菌多糖疫苗的接种方式是什么,"acyw135,群,脑膜炎球菌多糖,疫苗,接种,方式","脑膜炎,acyw135",ACYW135群脑膜炎球菌多糖疫苗的接种方式：将上臂外侧三角肌附着处的皮肤消毒后皮下注射。,
181,b型流感嗜血杆菌结合疫苗的接种方式是什么,"b型流感,嗜血杆菌,疫苗,接种,方式",b型流感,肌内注射,
182,流感疫苗的接种方式是什么,"流感疫苗,接种,方式",流感疫苗,一般为肌内注射。详见产品说明书。,
183,轮状病毒疫苗的接种方式是什么,"轮状病毒,疫苗,接种,方式",轮状病毒,口服,
184,13价肺炎球菌多糖结合疫苗的接种方式是什么,"13价肺炎球菌多糖,疫苗,接种,方式",13价肺炎球菌,肌肉注射,
185,23价肺炎球菌多糖疫苗的接种方式是什么,"23价肺炎球菌多糖,疫苗,接种,方式",23价肺炎球菌,皮下或肌肉注射,
186,狂犬病疫苗的接种方式是什么,"狂犬病,疫苗,接种,方式",狂犬病,接种部位:于上臂三角肌肌内注射。儿童可在大腿前外侧区肌内注射。详见疫苗说明书。,
187,手足口病疫苗的接种方式是什么,"手足口病,疫苗,接种,方式",手足口病疫苗,免疫程序:手足口病疫苗的基础免疫程序为2剂次，间隔1个月。每1次人用剂量为0.5ml。剂量:注射用手足口病疫苗：每次接种剂量为0.5ml接种部位:上臂三角肌肌内注射,
188,hpv疫苗的接种方式是什么,"hpv,疫苗,接种,方式",hpv,肌内注射，首选部位为上臂三角肌。,
189,二价hpv疫苗的接种方式是什么,"二价,hpv,疫苗,接种,方式",二价,肌内注射，首选部位为上臂三角肌。,
190,四价hpv疫苗的接种方式是什么,"四价,hpv,疫苗,接种,方式",四价,肌内注射，首选部位为上臂三角肌。,
191,九价hpv疫苗的接种方式是什么,"九价,hpv,疫苗,接种,方式",九价,肌内注射，首选部位为上臂三角肌。,
192,灭活疫苗为何要多次接种,"灭活疫苗,接种",灭活疫苗,由于灭活疫苗的病原微生物已被杀死，进入人体后引起的主要是体液免疫，很少甚至不引起细胞免疫。接种灭活疫苗产生的抗体滴度随着时间而下降，因此灭活疫苗往往需多次接种。灭活疫苗通常不受循环抗体影响，即使血液中有抗体存在也可以接种，它在体内不能复制，可以用于免疫缺陷者。,
194,接种卡介苗疫苗有哪些不良反应,"接种,卡介苗,疫苗,不良反应",卡介苗,卡介苗接种后会2-3周内出现局部红肿、丘疹状浸润硬块，逐渐化脓、破溃、结痂，8-12周后大部分愈合，在接种部位形成卡疤。在极少数受种者种可出现接种卡介苗同侧腋下或同时伴有其他部位的淋巴结肿大，可发生脓疡破溃的现象，愈合较慢。极罕见的情况是，在患有严重免疫缺陷性疾病的儿童中可能发生全身播散性卡介苗感染，主要表现为长期发热、体重下降或不增、易合并机会性感染。,
195,接种口服脊灰减毒疫苗有哪些不良反应,"接种,口服,脊灰,减毒疫苗,不良反应",脊灰,大多数人没有反应，个别人在接种脊灰灭活疫苗后可能出现发热、接种部位红肿、硬结等反应，在接种口服脊灰减毒活疫苗后可能出现发热、恶心、呕吐、腹泻等反应。一般不需特殊处理，必要时可对症治疗。接种脊髓灰质炎减毒活疫苗可能引起疫苗相关病例(VAPP)，目前国内尚无确切的统计数据。据世界卫生组织官方统计报告，VAPP发病率为百万分之2.9到4.7。,
196,接种百白破疫苗有哪些不良反应,"接种,百白破,疫苗,不良反应",百白破,个别人可有注射局部疼痛、红肿、硬结或中低度发热，一般不需特殊处理，可自行缓解。局部硬结通过热敷、理疗等处理可逐步吸收。必要时应及时与接种单位联系，由后者给予处置指导。,
197,接种白破疫苗有哪些不良反应,"接种,白破,疫苗,不良反应",白破,个别人可有注射局部疼痛、红肿、硬结或中低度发热，一般不需特殊处理，可自行缓解。必要时应及时与接种单位联系，由后者给予处置指导。,
198,接种麻风二联疫苗有哪些不良反应,"接种,麻风二联,疫苗,不良反应","麻风,二联",接种疫苗后，常见不良反应：1.一般接种疫苗后24小时内，在注射部位可出现疼痛和触痛，多数情况下于2-3天内自行消失；2.一般接种疫苗后1-2周内，可能出现一过性发热反应，其中大多数为轻度发热反应，一般持续1-2天后可自行缓解，不需处理，必要时适当休息，多喝水，注意保暖，防止继发感染；对于中度发热反应或发热时间超过48小时者，可采用物理方法或药物进行对症处理；3.皮疹：一般接种疫苗后12天内可能有轻微皮疹出现，出疹时间一般不超过2天，通常不需特殊处理，必要时可对症治疗。罕见不良反应有重度发热反应：应采用物理方法及药物对症处理，以防高热惊厥。极罕见不良反应：1. 过敏性皮疹：一般接种疫苗后72小时内出现荨麻疹，出现反应时，应及时就诊，给予抗过敏治疗；2.过敏性休克：一般接种疫苗后1小时内发生。应及时注射肾上腺等抢救措施进行治疗；3. 过敏性紫癜：出现过敏性紫癜反应时应及时就诊，应用皮质固醇类药物给予抗过敏治疗，治疗不当或不及时有可能并发紫癜性肾炎；4.出现血小板减少性紫癜；5.成年人接种本疫苗后发生关节炎，大关节疼痛、肿胀。,
199,接种麻腮风三联疫苗有哪些不良反应,"接种,麻腮风三联,疫苗,不良反应","麻腮风,三联","常见不良反应：（1)一般接种疫苗后24小时内，注射部位可出现疼痛和触痛，多数情况下于2-3天内自行消失。（2）一般接种疫苗后1-2周内，可能出现一过性发热反应，其中为轻度发热反应，一般持续1-2天后可自行缓解，不需处理，必要时适当休息，多喝开水，注意保暖，防止继发感染；对于中度发热反应或发热时间超过48小时者，可采用物理方法或药物对症处理。（3）皮疹：一般接种疫苗后6-12天，可能出现散在皮疹，出疹时间一般不超过2天，通常不许特殊处理，必要时可对症治疗。（4)可有轻度腮腺炎和唾液腺肿大，一般在1周内自行好转，必要时可对症处理。罕见不良反应：重度发热反应：应采用物理方法及药物对症处理，以防高热惊厥。极罕见不良反应：（1）过敏性皮疹：一般接种疫苗后72小时内出现荨麻疹，出现反应时，应及时就诊，给与抗过敏治疗。（2)过敏性休克：一般接种疫苗后1小时内发生，应及时注射肾上腺素等抢救措施进行治疗。（3)过敏性紫癜：出现过敏性紫癜反应时应及时就诊，应用皮疹固醇类药物给予抗过敏治疗，治疗不当或不及时有可能并发紫癜性肾炎。（4）血小板减少性紫癜。（5)成年人接种本疫苗后发生关节炎，大关节疼痛、肿胀。",
200,接种乙脑减毒活疫苗有哪些不良反应,"接种,乙脑,减毒活疫苗,不良反应",乙脑,接种乙脑后的常见不良反应为：①接种24小时内，注射部位可出现疼痛和触痛，多数情况下于2-3天内自行小时。②接种后的1-2天内，可能出现一过性发热反应。其中大多数为轻度发热反应，一般持续1-2天后自行缓解，适当休息不需处理；对于中重度发热或发热时间超过48小时者，可给予物理方法或药物对症处理。③偶有散在皮疹出现，一般不需特殊处理，必要时可对症治疗。极罕见不良反应：过敏性皮疹、过敏性休克、过敏性紫癜和血管神经性水肿，应及时就诊。,
201,接种甲肝疫苗有哪些不良反应,"接种,甲肝,疫苗,不良反应",甲肝,个别人可有注射局部疼痛、红肿、硬结或中低度发热，一般不需特殊处理，可自行缓解。必要时可与接种单位联系。,
